seed,fold,condition,stage,batch,success,return,total_length,initial_length,feedback_length,response_length
0,0,duplex_direct,1,35,0.1875,0.03499999999999998,7.625,2.859375,1.90625,2.859375
0,0,duplex_direct,1,36,0.15625,0.009374999999999993,7.34375,2.765625,1.796875,2.78125
0,0,duplex_direct,1,37,0.140625,-0.009062500000000003,7.484375,2.75,1.953125,2.78125
0,0,duplex_direct,1,38,0.109375,-0.04250000000000005,7.59375,2.703125,1.953125,2.9375
0,0,duplex_direct,1,39,0.203125,0.05343749999999993,7.484375,2.8125,1.859375,2.8125
0,0,duplex_direct,1,40,0.15625,0.002499999999999982,7.6875,2.875,1.96875,2.84375
0,0,duplex_direct,1,41,0.109375,-0.04375000000000003,7.65625,2.859375,1.953125,2.84375
0,0,duplex_direct,1,42,0.125,-0.023437500000000003,7.421875,2.78125,1.890625,2.75
0,0,duplex_direct,1,43,0.15625,0.006874999999999989,7.46875,2.859375,1.859375,2.75
0,0,duplex_direct,1,44,0.125,-0.027500000000000004,7.625,2.828125,1.921875,2.875
0,0,duplex_direct,1,45,0.109375,-0.04281250000000001,7.609375,2.78125,1.984375,2.84375
0,0,duplex_direct,1,46,0.15625,0.004374999999999999,7.59375,2.96875,2.0,2.625
0,0,duplex_direct,1,47,0.171875,0.02749999999999997,7.21875,2.578125,1.953125,2.6875
0,0,duplex_direct,1,48,0.1875,0.03531249999999995,7.609375,2.828125,1.90625,2.875
0,0,duplex_direct,1,49,0.15625,0.006562500000000006,7.484375,2.84375,1.890625,2.75
0,0,duplex_direct,1,50,0.171875,0.02375000000000002,7.40625,2.828125,1.921875,2.65625
0,0,duplex_direct,1,51,0.25,0.0946874999999999,7.765625,2.96875,1.875,2.921875
0,0,duplex_direct,1,52,0.171875,0.018125000000000027,7.6875,2.9375,1.890625,2.859375
0,0,duplex_direct,1,53,0.234375,0.08093749999999993,7.671875,2.9375,1.953125,2.78125
0,0,duplex_direct,1,54,0.1875,0.036562499999999956,7.546875,2.921875,1.875,2.75
0,0,duplex_direct,1,55,0.046875,-0.09750000000000004,7.21875,2.734375,1.921875,2.5625
0,0,duplex_direct,1,56,0.140625,-0.008125000000000009,7.4375,2.9375,1.9375,2.5625
0,0,duplex_direct,1,57,0.1875,0.03906249999999999,7.421875,2.703125,1.828125,2.890625
0,0,duplex_direct,1,58,0.109375,-0.04156250000000008,7.546875,2.8125,1.96875,2.765625
0,0,duplex_direct,1,59,0.21875,0.06937499999999994,7.46875,2.84375,1.9375,2.6875
0,0,duplex_direct,1,60,0.109375,-0.03906250000000001,7.421875,2.78125,1.875,2.765625
0,0,duplex_direct,1,61,0.15625,0.005312499999999987,7.546875,2.765625,1.890625,2.890625
0,0,duplex_direct,1,62,0.21875,0.06843749999999994,7.515625,2.890625,1.921875,2.703125
0,0,duplex_direct,1,63,0.21875,0.07562499999999996,7.15625,2.71875,1.90625,2.53125
0,0,duplex_direct,1,64,0.21875,0.06687499999999996,7.59375,2.8125,1.921875,2.859375
0,0,duplex_direct,1,65,0.234375,0.08343749999999991,7.546875,2.828125,1.921875,2.796875
0,0,duplex_direct,1,66,0.140625,-0.01468750000000002,7.765625,2.84375,1.984375,2.9375
0,0,duplex_direct,1,67,0.125,-0.02406250000000005,7.453125,2.90625,1.96875,2.578125
0,0,duplex_direct,1,68,0.171875,0.027812499999999983,7.203125,2.578125,1.9375,2.6875
0,0,duplex_direct,1,69,0.125,-0.023750000000000042,7.4375,2.75,1.8125,2.875
0,0,duplex_direct,1,70,0.171875,0.020937499999999984,7.546875,2.828125,1.796875,2.921875
0,0,duplex_direct,1,71,0.140625,-0.006874999999999997,7.375,2.921875,1.78125,2.671875
0,0,duplex_direct,1,72,0.15625,0.004687499999999987,7.578125,2.828125,1.875,2.875
0,0,duplex_direct,1,73,0.203125,0.05312499999999995,7.5,2.875,1.921875,2.703125
0,0,duplex_direct,1,74,0.203125,0.051562499999999956,7.578125,2.9375,1.90625,2.734375
0,0,duplex_direct,1,75,0.171875,0.02156249999999993,7.515625,2.78125,1.9375,2.796875
0,0,duplex_direct,1,76,0.125,-0.023124999999999996,7.40625,2.703125,1.921875,2.78125
0,0,duplex_direct,1,77,0.15625,0.006562499999999999,7.484375,2.828125,1.9375,2.71875
0,0,duplex_direct,1,78,0.15625,0.009687499999999972,7.328125,2.71875,1.875,2.734375
0,0,duplex_direct,1,79,0.140625,-0.00843750000000001,7.453125,2.875,1.921875,2.65625
0,0,duplex_direct,1,80,0.171875,0.0190625,7.640625,2.96875,1.953125,2.71875
0,0,duplex_direct,1,81,0.28125,0.13468749999999993,7.328125,2.71875,1.90625,2.703125
0,0,duplex_direct,1,82,0.234375,0.08218749999999994,7.609375,2.734375,1.921875,2.953125
0,0,duplex_direct,1,83,0.203125,0.051562499999999935,7.578125,2.890625,1.90625,2.78125
0,0,duplex_direct,1,84,0.109375,-0.040937500000000036,7.515625,2.890625,1.859375,2.765625
0,0,duplex_direct,1,85,0.25,0.10062499999999995,7.46875,2.8125,1.90625,2.75
0,0,duplex_direct,1,86,0.171875,0.017812499999999988,7.703125,2.828125,1.953125,2.921875
0,0,duplex_direct,1,87,0.15625,0.0071874999999999925,7.453125,2.8125,1.875,2.765625
0,0,duplex_direct,1,88,0.1875,0.04406249999999992,7.171875,2.5625,1.828125,2.78125
0,0,duplex_direct,1,89,0.15625,0.003750000000000007,7.625,2.765625,1.921875,2.9375
0,0,duplex_direct,1,90,0.140625,-0.006562500000000011,7.359375,2.6875,1.953125,2.71875
0,0,duplex_direct,1,91,0.1875,0.03343749999999995,7.703125,2.921875,1.953125,2.828125
0,0,duplex_direct,1,92,0.28125,0.13499999999999998,7.3125,2.734375,1.84375,2.734375
0,0,duplex_direct,1,93,0.140625,-0.005312500000000029,7.296875,2.734375,1.90625,2.65625
0,0,duplex_direct,1,94,0.203125,0.05656249999999993,7.328125,2.765625,1.859375,2.703125
0,0,duplex_direct,1,95,0.171875,0.019687499999999997,7.609375,2.78125,1.96875,2.859375
0,0,duplex_direct,1,96,0.0625,-0.08406250000000004,7.328125,2.65625,1.890625,2.78125
0,0,duplex_direct,1,97,0.1875,0.036875,7.53125,2.734375,1.921875,2.875
0,0,duplex_direct,1,98,0.203125,0.05468749999999998,7.421875,2.84375,1.9375,2.640625
0,0,duplex_direct,1,99,0.15625,0.008749999999999999,7.375,2.828125,1.9375,2.609375
0,0,duplex_direct,1,100,0.109375,-0.04250000000000006,7.59375,2.875,1.921875,2.796875
0,0,duplex_direct,1,101,0.125,-0.018437499999999996,7.171875,2.65625,1.875,2.640625
0,0,duplex_direct,1,102,0.140625,-0.011875000000000007,7.625,2.890625,1.875,2.859375
0,0,duplex_direct,1,103,0.171875,0.023124999999999993,7.4375,2.84375,1.890625,2.703125
0,0,duplex_direct,1,104,0.1875,0.0403125,7.359375,2.71875,1.9375,2.703125
0,0,duplex_direct,1,105,0.1875,0.038749999999999986,7.4375,2.828125,1.828125,2.78125
0,0,duplex_direct,1,106,0.109375,-0.03343750000000001,7.140625,2.53125,1.984375,2.625
0,0,duplex_direct,1,107,0.171875,0.022187499999999992,7.484375,2.78125,1.921875,2.78125
0,0,duplex_direct,1,108,0.171875,0.023437499999999993,7.421875,2.84375,1.859375,2.71875
0,0,duplex_direct,1,109,0.234375,0.08749999999999993,7.34375,2.59375,1.96875,2.78125
0,0,duplex_direct,1,110,0.234375,0.08312499999999994,7.5625,2.890625,1.953125,2.71875
0,0,duplex_direct,1,111,0.171875,0.023749999999999997,7.40625,2.609375,1.96875,2.828125
0,0,duplex_direct,1,112,0.140625,-0.009687500000000016,7.515625,2.84375,1.875,2.796875
0,0,duplex_direct,1,113,0.15625,0.012500000000000008,7.1875,2.640625,1.921875,2.625
0,0,duplex_direct,1,114,0.234375,0.08843749999999999,7.296875,2.6875,1.859375,2.75
0,0,duplex_direct,1,115,0.109375,-0.03968750000000002,7.453125,2.734375,1.921875,2.796875
0,0,duplex_direct,1,116,0.109375,-0.03968750000000001,7.453125,2.71875,1.90625,2.828125
0,0,duplex_direct,1,117,0.09375,-0.05468750000000003,7.421875,2.765625,1.9375,2.71875
0,0,duplex_direct,1,118,0.125,-0.027500000000000007,7.625,2.828125,1.953125,2.84375
0,0,duplex_direct,1,119,0.171875,0.02656249999999999,7.265625,2.78125,1.890625,2.59375
0,0,duplex_direct,1,120,0.203125,0.05624999999999999,7.34375,2.6875,1.875,2.78125
0,0,duplex_direct,1,121,0.15625,0.011562500000000007,7.234375,2.859375,1.828125,2.546875
0,0,duplex_direct,1,122,0.140625,-0.005000000000000011,7.28125,2.703125,1.921875,2.65625
0,0,duplex_direct,1,123,0.21875,0.06937499999999992,7.46875,2.890625,1.875,2.703125
0,0,duplex_direct,1,124,0.1875,0.037187499999999936,7.515625,2.96875,1.890625,2.65625
0,0,duplex_direct,1,125,0.140625,-0.016250000000000004,7.84375,2.9375,1.984375,2.921875
0,0,duplex_direct,1,126,0.203125,0.05843749999999992,7.234375,2.75,1.84375,2.640625
0,0,duplex_direct,1,127,0.171875,0.020000000000000004,7.59375,2.859375,1.90625,2.828125
0,0,duplex_direct,1,128,0.078125,-0.06718750000000004,7.265625,2.671875,1.90625,2.6875
0,0,duplex_direct,1,129,0.1875,0.03687499999999995,7.53125,2.78125,1.90625,2.84375
0,0,duplex_direct,1,130,0.15625,0.010937499999999996,7.265625,2.875,1.84375,2.546875
0,0,duplex_direct,1,131,0.125,-0.020000000000000004,7.25,2.765625,1.953125,2.53125
0,0,duplex_direct,1,132,0.125,-0.02374999999999999,7.4375,2.8125,1.90625,2.71875
0,0,duplex_direct,1,133,0.1875,0.03781249999999999,7.484375,2.828125,1.9375,2.71875
0,0,duplex_direct,1,134,0.078125,-0.06968750000000004,7.390625,2.71875,1.875,2.796875
0,0,duplex_direct,1,135,0.15625,0.01,7.3125,2.703125,1.890625,2.71875
0,0,duplex_direct,1,136,0.203125,0.05781249999999997,7.265625,2.65625,1.890625,2.71875
0,0,duplex_direct,1,137,0.21875,0.06531249999999995,7.671875,2.828125,1.96875,2.875
0,0,duplex_direct,1,138,0.234375,0.08593749999999994,7.421875,2.71875,1.921875,2.78125
0,0,duplex_direct,1,139,0.15625,0.0084375,7.390625,2.640625,1.84375,2.90625
0,0,duplex_direct,1,140,0.15625,0.011562499999999979,7.234375,2.6875,1.921875,2.625
0,0,duplex_direct,1,141,0.234375,0.08687499999999995,7.375,2.796875,1.859375,2.71875
0,0,duplex_direct,1,142,0.09375,-0.05000000000000002,7.1875,2.71875,1.84375,2.625
0,0,duplex_direct,1,143,0.234375,0.08843749999999989,7.296875,2.609375,1.875,2.8125
0,0,duplex_direct,1,144,0.203125,0.055937499999999925,7.359375,2.84375,1.84375,2.671875
0,0,duplex_direct,1,145,0.203125,0.056562499999999946,7.328125,2.71875,1.890625,2.71875
0,0,duplex_direct,1,146,0.203125,0.05499999999999994,7.40625,2.65625,1.96875,2.78125
0,0,duplex_direct,1,147,0.15625,0.005624999999999998,7.53125,2.796875,1.921875,2.8125
0,0,duplex_direct,1,148,0.25,0.09906249999999994,7.546875,2.828125,1.859375,2.859375
0,0,duplex_direct,1,149,0.203125,0.049062499999999884,7.703125,2.90625,1.953125,2.84375
0,0,duplex_direct,1,150,0.140625,-0.007187500000000012,7.390625,2.640625,1.96875,2.78125
0,0,duplex_direct,1,151,0.140625,-0.0068750000000000165,7.375,2.640625,1.9375,2.796875
0,0,duplex_direct,1,152,0.203125,0.05093749999999994,7.609375,2.890625,1.90625,2.8125
0,0,duplex_direct,1,153,0.140625,-0.005624999999999998,7.3125,2.828125,1.859375,2.625
0,0,duplex_direct,1,154,0.15625,0.0037500000000000038,7.625,2.890625,1.921875,2.8125
0,0,duplex_direct,1,155,0.1875,0.03968749999999993,7.390625,2.6875,1.9375,2.765625
0,0,duplex_direct,1,156,0.28125,0.13093749999999996,7.515625,2.84375,1.921875,2.75
0,0,duplex_direct,1,157,0.140625,-0.0043750000000000195,7.25,2.8125,1.828125,2.609375
0,0,duplex_direct,1,158,0.140625,-0.003437500000000007,7.203125,2.703125,1.90625,2.59375
0,0,duplex_direct,1,159,0.15625,0.006249999999999999,7.5,2.828125,1.875,2.796875
0,0,duplex_direct,1,160,0.203125,0.056562499999999925,7.328125,2.75,1.921875,2.65625
0,0,duplex_direct,1,161,0.140625,-0.005312500000000005,7.296875,2.828125,1.828125,2.640625
0,0,duplex_direct,1,162,0.21875,0.07406249999999998,7.234375,2.71875,1.859375,2.65625
0,0,duplex_direct,1,163,0.1875,0.04374999999999992,7.1875,2.75,1.84375,2.59375
0,0,duplex_direct,1,164,0.21875,0.06812499999999995,7.53125,2.78125,1.890625,2.859375
0,0,duplex_direct,1,165,0.171875,0.02062499999999998,7.5625,2.828125,1.859375,2.875
0,0,duplex_direct,1,166,0.1875,0.03968749999999999,7.390625,2.765625,1.8125,2.8125
0,0,duplex_direct,1,167,0.203125,0.054999999999999986,7.40625,2.828125,1.890625,2.6875
0,0,duplex_direct,1,168,0.21875,0.07312499999999995,7.28125,2.6875,1.890625,2.703125
0,0,duplex_direct,1,169,0.171875,0.022499999999999992,7.46875,2.828125,1.8125,2.828125
0,0,duplex_direct,1,170,0.171875,0.023437500000000007,7.421875,2.828125,1.90625,2.6875
0,0,duplex_direct,1,171,0.140625,-0.0078125,7.421875,2.765625,1.859375,2.796875
0,0,duplex_direct,1,172,0.125,-0.01750000000000005,7.125,2.765625,1.84375,2.515625
0,0,duplex_direct,1,173,0.140625,-0.007812500000000012,7.421875,2.703125,1.921875,2.796875
0,0,duplex_direct,1,174,0.140625,-0.005624999999999995,7.3125,2.671875,1.78125,2.859375
0,0,duplex_direct,1,175,0.203125,0.054062499999999944,7.453125,2.796875,1.9375,2.71875
0,0,duplex_direct,1,176,0.15625,0.010624999999999999,7.28125,2.625,1.859375,2.796875
0,0,duplex_direct,1,177,0.296875,0.1540625,7.140625,2.65625,1.859375,2.625
0,0,duplex_direct,1,178,0.140625,-0.007812500000000056,7.421875,2.859375,1.8125,2.75
0,0,duplex_direct,1,179,0.1875,0.04124999999999997,7.3125,2.6875,1.890625,2.734375
0,0,duplex_direct,1,180,0.0625,-0.08593750000000007,7.421875,2.8125,1.84375,2.765625
0,0,duplex_direct,1,181,0.09375,-0.05687500000000005,7.53125,2.796875,1.90625,2.828125
0,0,duplex_direct,1,182,0.125,-0.0234375,7.421875,2.890625,1.921875,2.609375
0,0,duplex_direct,1,183,0.1875,0.03749999999999996,7.5,2.75,1.96875,2.78125
0,0,duplex_direct,1,184,0.109375,-0.035937500000000074,7.265625,2.734375,1.71875,2.8125
0,0,duplex_direct,1,185,0.15625,0.013750000000000005,7.125,2.71875,1.890625,2.515625
0,0,duplex_direct,1,186,0.21875,0.07499999999999993,7.1875,2.75,1.984375,2.453125
0,0,duplex_direct,1,187,0.046875,-0.09968750000000005,7.328125,2.84375,1.78125,2.703125
0,0,duplex_direct,1,188,0.1875,0.04218749999999998,7.265625,2.703125,1.78125,2.78125
0,0,duplex_direct,1,189,0.296875,0.14937499999999995,7.375,2.71875,1.921875,2.734375
0,0,duplex_direct,1,190,0.15625,0.009687500000000005,7.328125,2.78125,1.859375,2.6875
0,0,duplex_direct,1,191,0.234375,0.088125,7.3125,2.6875,1.890625,2.734375
0,0,duplex_direct,1,192,0.1875,0.03937499999999992,7.40625,2.78125,1.9375,2.6875
0,0,duplex_direct,1,193,0.125,-0.022187500000000006,7.359375,2.71875,1.9375,2.703125
0,0,duplex_direct,1,194,0.15625,0.006562499999999992,7.484375,2.890625,1.90625,2.6875
0,0,duplex_direct,1,195,0.1875,0.041874999999999926,7.28125,2.75,1.890625,2.640625
0,0,duplex_direct,1,196,0.140625,-0.007812500000000012,7.421875,2.8125,1.8125,2.796875
0,0,duplex_direct,1,197,0.21875,0.07531249999999996,7.171875,2.609375,1.921875,2.640625
0,0,duplex_direct,1,198,0.125,-0.019687500000000004,7.234375,2.796875,1.859375,2.578125
0,0,duplex_direct,1,199,0.15625,0.01687499999999998,6.96875,2.5625,1.890625,2.515625
0,0,duplex_direct,1,200,0.1875,0.04125,7.3125,2.765625,1.921875,2.625
0,0,duplex_direct,1,201,0.203125,0.05937499999999994,7.1875,2.765625,1.859375,2.5625
0,0,duplex_direct,1,202,0.125,-0.01843750000000001,7.171875,2.71875,1.796875,2.65625
0,0,duplex_direct,1,203,0.1875,0.04624999999999994,7.0625,2.640625,1.75,2.671875
0,0,duplex_direct,1,204,0.0625,-0.08343750000000003,7.296875,2.84375,1.9375,2.515625
0,0,duplex_direct,1,205,0.171875,0.027500000000000004,7.21875,2.703125,1.9375,2.578125
0,0,duplex_direct,1,206,0.15625,0.01749999999999999,6.9375,2.515625,1.921875,2.5
0,0,duplex_direct,1,207,0.140625,-0.00156250000000001,7.109375,2.640625,1.890625,2.578125
0,0,duplex_direct,1,208,0.109375,-0.0378125,7.359375,2.6875,1.875,2.796875
0,0,duplex_direct,1,209,0.1875,0.04531249999999998,7.109375,2.546875,1.875,2.6875
0,0,duplex_direct,1,210,0.171875,0.02937499999999994,7.125,2.59375,1.875,2.65625
0,0,duplex_direct,1,211,0.15625,0.01499999999999998,7.0625,2.59375,1.890625,2.578125
0,0,duplex_direct,1,212,0.21875,0.07781249999999997,7.046875,2.546875,1.828125,2.671875
0,0,duplex_direct,1,213,0.171875,0.029374999999999922,7.125,2.484375,1.78125,2.859375
0,0,duplex_direct,1,214,0.125,-0.02062499999999999,7.28125,2.578125,1.859375,2.84375
0,0,duplex_direct,1,215,0.140625,-0.0025000000000000105,7.15625,2.671875,1.859375,2.625
0,0,duplex_direct,1,216,0.1875,0.041874999999999975,7.28125,2.5625,2.0,2.71875
0,0,duplex_direct,1,217,0.15625,0.0125,7.1875,2.546875,1.921875,2.71875
0,0,duplex_direct,1,218,0.09375,-0.04968750000000007,7.171875,2.6875,1.90625,2.578125
0,0,duplex_direct,1,219,0.21875,0.07562499999999997,7.15625,2.75,1.859375,2.546875
0,0,duplex_direct,1,220,0.25,0.10562499999999994,7.21875,2.734375,1.90625,2.578125
0,0,duplex_direct,1,221,0.21875,0.07812499999999999,7.03125,2.5625,1.90625,2.5625
0,0,duplex_direct,1,222,0.203125,0.06062499999999997,7.125,2.640625,1.890625,2.59375
0,0,duplex_direct,1,223,0.15625,0.014374999999999994,7.09375,2.609375,1.90625,2.578125
0,0,duplex_direct,1,224,0.21875,0.07031249999999999,7.421875,2.71875,1.96875,2.734375
0,0,duplex_direct,1,225,0.21875,0.0790625,6.984375,2.421875,1.859375,2.703125
0,0,duplex_direct,1,226,0.125,-0.019375000000000003,7.21875,2.640625,1.796875,2.78125
0,0,duplex_direct,1,227,0.09375,-0.04718750000000004,7.046875,2.5625,1.84375,2.640625
0,0,duplex_direct,1,228,0.25,0.11562499999999995,6.71875,2.25,1.859375,2.609375
0,0,duplex_direct,1,229,0.140625,-0.004062500000000012,7.234375,2.59375,1.9375,2.703125
0,0,duplex_direct,1,230,0.15625,0.011562499999999988,7.234375,2.546875,1.875,2.8125
0,0,duplex_direct,1,231,0.15625,0.012187499999999983,7.203125,2.703125,1.875,2.625
0,0,duplex_direct,1,232,0.125,-0.013125000000000005,6.90625,2.53125,1.8125,2.5625
0,0,duplex_direct,1,233,0.21875,0.07531249999999996,7.171875,2.421875,1.921875,2.828125
0,0,duplex_direct,1,234,0.171875,0.033437499999999946,6.921875,2.4375,1.84375,2.640625
0,0,duplex_direct,1,235,0.203125,0.06187499999999997,7.0625,2.578125,1.828125,2.65625
0,0,duplex_direct,1,236,0.203125,0.06375,6.96875,2.59375,1.796875,2.578125
0,0,duplex_direct,1,237,0.15625,0.011562499999999988,7.234375,2.65625,1.921875,2.65625
0,0,duplex_direct,1,238,0.1875,0.04656249999999997,7.046875,2.40625,1.890625,2.75
0,0,duplex_direct,1,239,0.203125,0.060312499999999984,7.140625,2.578125,1.90625,2.65625
0,0,duplex_direct,1,240,0.09375,-0.04906250000000009,7.140625,2.671875,1.890625,2.578125
0,0,duplex_direct,1,241,0.09375,-0.04562500000000004,6.96875,2.484375,1.75,2.734375
0,0,duplex_direct,1,242,0.203125,0.06156249999999998,7.078125,2.65625,1.84375,2.578125
0,0,duplex_direct,1,243,0.171875,0.0309375,7.046875,2.640625,1.890625,2.515625
0,0,duplex_direct,1,244,0.21875,0.07562499999999996,7.15625,2.71875,1.796875,2.640625
0,0,duplex_direct,1,245,0.203125,0.05843749999999998,7.234375,2.703125,1.828125,2.703125
0,0,duplex_direct,1,246,0.15625,0.015312500000000001,7.046875,2.625,1.71875,2.703125
0,0,duplex_direct,1,247,0.109375,-0.032187500000000015,7.078125,2.609375,1.875,2.59375
0,0,duplex_direct,1,248,0.1875,0.05437499999999997,6.65625,2.265625,1.890625,2.5
0,0,duplex_direct,1,249,0.25,0.10531249999999996,7.234375,2.703125,1.8125,2.71875
0,0,duplex_direct,1,250,0.125,-0.01062500000000001,6.78125,2.515625,1.84375,2.421875
0,0,duplex_direct,1,251,0.078125,-0.06250000000000003,7.03125,2.5625,1.8125,2.65625
0,0,duplex_direct,1,252,0.109375,-0.03375000000000002,7.15625,2.578125,1.96875,2.609375
0,0,duplex_direct,1,253,0.078125,-0.06531250000000005,7.171875,2.5625,1.984375,2.625
0,0,duplex_direct,1,254,0.15625,0.015312499999999974,7.046875,2.578125,1.9375,2.53125
0,0,duplex_direct,1,255,0.109375,-0.033750000000000016,7.15625,2.65625,1.828125,2.671875
0,0,duplex_direct,1,256,0.203125,0.05968749999999994,7.171875,2.609375,1.84375,2.71875
0,0,duplex_direct,1,257,0.171875,0.029687499999999985,7.109375,2.578125,1.875,2.65625
0,0,duplex_direct,1,258,0.125,-0.018437500000000016,7.171875,2.734375,1.890625,2.546875
0,0,duplex_direct,1,259,0.171875,0.033749999999999995,6.90625,2.5625,1.859375,2.484375
0,0,duplex_direct,1,260,0.171875,0.03218749999999999,6.984375,2.703125,1.765625,2.515625
0,0,duplex_direct,1,261,0.078125,-0.06093750000000005,6.953125,2.34375,1.90625,2.703125
0,0,duplex_direct,1,262,0.234375,0.09843749999999998,6.796875,2.53125,1.796875,2.46875
0,0,duplex_direct,1,263,0.203125,0.06749999999999999,6.78125,2.3125,1.84375,2.625
0,0,duplex_direct,1,264,0.15625,0.026874999999999986,6.46875,2.328125,1.84375,2.296875
0,0,duplex_direct,1,265,0.171875,0.030937499999999972,7.046875,2.421875,1.9375,2.6875
0,0,duplex_direct,1,266,0.140625,0.009062499999999965,6.578125,2.15625,1.84375,2.578125
0,0,duplex_direct,1,267,0.140625,0.004999999999999994,6.78125,2.375,1.90625,2.5
0,0,duplex_direct,1,268,0.09375,-0.03968750000000001,6.671875,2.421875,1.75,2.5
0,0,duplex_direct,1,269,0.1875,0.044375,7.15625,2.453125,1.890625,2.8125
0,0,duplex_direct,1,270,0.140625,0.0009374999999999742,6.984375,2.46875,1.9375,2.578125
0,0,duplex_direct,1,271,0.21875,0.0875,6.5625,2.328125,1.859375,2.375
0,0,duplex_direct,1,272,0.140625,0.0037499999999999855,6.84375,2.34375,1.890625,2.609375
0,0,duplex_direct,1,273,0.140625,0.006562500000000004,6.703125,2.4375,1.765625,2.5
0,0,duplex_direct,1,274,0.125,-0.010000000000000007,6.75,2.265625,1.890625,2.59375
0,0,duplex_direct,1,275,0.125,-0.0071875000000000515,6.609375,2.265625,1.890625,2.453125
0,0,duplex_direct,1,276,0.09375,-0.04968750000000008,7.171875,2.546875,1.9375,2.6875
0,0,duplex_direct,1,277,0.203125,0.07249999999999997,6.53125,2.21875,1.765625,2.546875
0,0,duplex_direct,1,278,0.203125,0.06437499999999996,6.9375,2.46875,1.921875,2.546875
0,0,duplex_direct,1,279,0.109375,-0.02062500000000002,6.5,2.21875,1.8125,2.46875
0,0,duplex_direct,1,280,0.125,-0.007500000000000033,6.625,2.4375,1.78125,2.40625
0,0,duplex_direct,1,281,0.171875,0.04343749999999997,6.421875,2.03125,1.796875,2.59375
0,0,duplex_direct,1,282,0.125,-0.012187500000000002,6.859375,2.484375,1.84375,2.53125
0,0,duplex_direct,1,283,0.125,-0.012500000000000006,6.875,2.4375,1.84375,2.59375
0,0,duplex_direct,1,284,0.0625,-0.06875000000000005,6.5625,2.484375,1.78125,2.296875
0,0,duplex_direct,1,285,0.125,-0.007812500000000045,6.640625,2.375,1.8125,2.453125
0,0,duplex_direct,1,286,0.203125,0.06937499999999994,6.6875,2.171875,1.890625,2.625
